ReviewId,UserId,ReviewText,ActivityTypeDisplay,ReviewRating,ReviewDate
REVWID_1223,CNTID_1055,The shipment was delayed,WebsiteReview,2,1/22/2019
REVWID_1224,CNTID_1055,The shipment was delayed,WebsiteReview,2,1/28/2019
REVWID_1225,CNTID_1056,Affordable prices and good quality products,WebsiteReview,5,7/16/2018
REVWID_1226,CNTID_1056,Affordable prices and good quality products,WebsiteReview,5,12/29/2018
REVWID_1227,CNTID_1056,Product is available only in limited colors,WebsiteReview,3,1/8/2019
REVWID_1228,CNTID_1057,The shipment was delayed,WebsiteReview,2,7/3/2018
REVWID_1229,CNTID_1057,Satisfied with my product,WebsiteReview,4,11/8/2018
REVWID_1230,CNTID_1057,Product is available only in limited colors,WebsiteReview,3,12/26/2018
REVWID_1231,CNTID_1057,Satisfied with my product,WebsiteReview,4,1/27/2019
REVWID_1232,CNTID_1058,Affordable prices and good quality products,WebsiteReview,5,3/11/2018
REVWID_1233,CNTID_1058,Product is available only in limited colors,WebsiteReview,3,11/14/2018
REVWID_1234,CNTID_1058,Affordable prices and good quality products,WebsiteReview,5,11/20/2018
REVWID_1235,CNTID_1058,The shipment was delayed,WebsiteReview,2,1/11/2019
REVWID_1236,CNTID_1058,Satisfied with my product,WebsiteReview,4,1/31/2019
REVWID_1237,CNTID_1059,Satisfied with my product,WebsiteReview,4,2/3/2018
REVWID_1238,CNTID_1059,The shipment was delayed,WebsiteReview,2,1/19/2019
REVWID_1239,CNTID_1059,Satisfied with my product,WebsiteReview,4,1/19/2019
REVWID_1240,CNTID_1059,The shipment was delayed,WebsiteReview,2,1/23/2019
REVWID_1241,CNTID_1059,Affordable prices and good quality products,WebsiteReview,5,2/2/2019
REVWID_1242,CNTID_1060,Affordable prices and good quality products,WebsiteReview,5,5/2/2018
REVWID_1243,CNTID_1060,Affordable prices and good quality products,WebsiteReview,5,6/19/2018
REVWID_1244,CNTID_1060,The shipment was delayed,WebsiteReview,2,8/9/2018
REVWID_1245,CNTID_1061,Satisfied with my product,WebsiteReview,4,1/16/2018
REVWID_1246,CNTID_1061,Satisfied with my product,WebsiteReview,4,10/3/2018
REVWID_1247,CNTID_1061,Satisfied with my product,WebsiteReview,4,12/29/2018
REVWID_1248,CNTID_1062,Product is available only in limited colors,WebsiteReview,3,1/27/2018
REVWID_1249,CNTID_1062,Satisfied with my product,WebsiteReview,4,8/19/2018
REVWID_1250,CNTID_1062,Satisfied with my product,WebsiteReview,4,12/29/2018
REVWID_1251,CNTID_1062,Affordable prices and good quality products,WebsiteReview,5,1/31/2019
REVWID_1252,CNTID_1062,Affordable prices and good quality products,WebsiteReview,5,1/31/2019
REVWID_1253,CNTID_1063,Product is available only in limited colors,WebsiteReview,3,1/1/2019
REVWID_1254,CNTID_1063,Product is available only in limited colors,WebsiteReview,3,1/30/2019
REVWID_1255,CNTID_1063,Product is available only in limited colors,WebsiteReview,3,2/4/2019
REVWID_1256,CNTID_1063,The shipment was delayed,WebsiteReview,2,2/5/2019
REVWID_1257,CNTID_1064,Affordable prices and good quality products,WebsiteReview,5,1/16/2018
REVWID_1258,CNTID_1064,Affordable prices and good quality products,WebsiteReview,5,2/24/2018
REVWID_1259,CNTID_1064,Affordable prices and good quality products,WebsiteReview,5,8/13/2018
REVWID_1260,CNTID_1065,Product is available only in limited colors,WebsiteReview,3,2/21/2018
REVWID_1261,CNTID_1065,Product is available only in limited colors,WebsiteReview,3,10/10/2018
REVWID_1262,CNTID_1065,Satisfied with my product,WebsiteReview,4,10/14/2018
REVWID_1263,CNTID_1065,Product is available only in limited colors,WebsiteReview,3,11/19/2018
REVWID_1264,CNTID_1066,Product is available only in limited colors,WebsiteReview,3,1/30/2019
REVWID_1265,CNTID_1066,Satisfied with my product,WebsiteReview,4,2/5/2019
REVWID_1266,CNTID_1066,The shipment was delayed,WebsiteReview,2,2/5/2019
REVWID_1267,CNTID_1067,The shipment was delayed,WebsiteReview,2,1/7/2019
REVWID_1268,CNTID_1067,The shipment was delayed,WebsiteReview,2,2/1/2019
REVWID_1269,CNTID_1067,The shipment was delayed,WebsiteReview,2,2/5/2019
REVWID_1270,CNTID_1067,Product is available only in limited colors,WebsiteReview,3,2/5/2019
REVWID_1271,CNTID_1068,Product is available only in limited colors,WebsiteReview,3,7/21/2018
REVWID_1272,CNTID_1068,Product is available only in limited colors,WebsiteReview,3,10/30/2018
REVWID_1273,CNTID_1068,Affordable prices and good quality products,WebsiteReview,5,2/6/2019
REVWID_1274,CNTID_1068,Affordable prices and good quality products,WebsiteReview,5,2/6/2019
REVWID_1275,CNTID_1068,The shipment was delayed,WebsiteReview,2,2/6/2019
REVWID_1276,CNTID_1069,Satisfied with my product,WebsiteReview,4,3/7/2018
REVWID_1277,CNTID_1069,Satisfied with my product,WebsiteReview,4,7/8/2018
REVWID_1278,CNTID_1069,Satisfied with my product,WebsiteReview,4,11/10/2018
REVWID_1279,CNTID_1069,The shipment was delayed,WebsiteReview,2,12/29/2018
REVWID_1280,CNTID_1069,The shipment was delayed,WebsiteReview,2,1/18/2019
REVWID_1281,CNTID_1070,Satisfied with my product,WebsiteReview,4,7/5/2018
REVWID_1282,CNTID_1070,Affordable prices and good quality products,WebsiteReview,5,10/31/2018
REVWID_1283,CNTID_1070,Satisfied with my product,WebsiteReview,4,1/25/2019
REVWID_1284,CNTID_1071,Affordable prices and good quality products,WebsiteReview,5,8/23/2018
REVWID_1285,CNTID_1071,Satisfied with my product,WebsiteReview,4,2/5/2019
REVWID_1286,CNTID_1071,Satisfied with my product,WebsiteReview,4,2/5/2019
REVWID_1287,CNTID_1071,The shipment was delayed,WebsiteReview,2,2/5/2019
REVWID_1288,CNTID_1072,Satisfied with my product,WebsiteReview,4,3/15/2018
REVWID_1289,CNTID_1072,Product is available only in limited colors,WebsiteReview,3,11/23/2018
REVWID_1290,CNTID_1072,Affordable prices and good quality products,WebsiteReview,5,1/19/2019
REVWID_1291,CNTID_1072,Satisfied with my product,WebsiteReview,4,1/20/2019
REVWID_1292,CNTID_1072,The shipment was delayed,WebsiteReview,2,1/24/2019
REVWID_1293,CNTID_1073,The shipment was delayed,WebsiteReview,2,3/24/2018
REVWID_1294,CNTID_1073,The shipment was delayed,WebsiteReview,2,12/20/2018
REVWID_1295,CNTID_1073,The shipment was delayed,WebsiteReview,2,2/3/2019
REVWID_1296,CNTID_1073,Product is available only in limited colors,WebsiteReview,3,2/3/2019
REVWID_1297,CNTID_1073,The shipment was delayed,WebsiteReview,2,2/4/2019
REVWID_1298,CNTID_1074,The shipment was delayed,WebsiteReview,2,3/24/2018
REVWID_1299,CNTID_1074,Affordable prices and good quality products,WebsiteReview,5,6/20/2018
REVWID_1300,CNTID_1074,Affordable prices and good quality products,WebsiteReview,5,9/12/2018
REVWID_1301,CNTID_1074,Satisfied with my product,WebsiteReview,4,11/20/2018
REVWID_1302,CNTID_1075,Product is available only in limited colors,WebsiteReview,3,11/4/2018
REVWID_1303,CNTID_1075,Satisfied with my product,WebsiteReview,4,12/16/2018
REVWID_1304,CNTID_1075,Satisfied with my product,WebsiteReview,4,1/4/2019
REVWID_1305,CNTID_1075,The shipment was delayed,WebsiteReview,2,1/7/2019
REVWID_1306,CNTID_1075,Product is available only in limited colors,WebsiteReview,3,1/28/2019
REVWID_1307,CNTID_1076,Product is available only in limited colors,WebsiteReview,3,12/10/2018
REVWID_1308,CNTID_1076,Product is available only in limited colors,WebsiteReview,3,1/14/2019
REVWID_1309,CNTID_1076,Satisfied with my product,WebsiteReview,4,1/31/2019
REVWID_1310,CNTID_1077,Affordable prices and good quality products,WebsiteReview,5,1/4/2019
REVWID_1311,CNTID_1077,The shipment was delayed,WebsiteReview,2,2/4/2019
REVWID_1312,CNTID_1077,Product is available only in limited colors,WebsiteReview,3,2/4/2019
REVWID_1313,CNTID_1078,Satisfied with my product,WebsiteReview,4,6/12/2018
REVWID_1314,CNTID_1078,Product is available only in limited colors,WebsiteReview,3,1/16/2019
REVWID_1315,CNTID_1078,Satisfied with my product,WebsiteReview,4,2/4/2019
REVWID_1316,CNTID_1079,Satisfied with my product,WebsiteReview,4,11/9/2018
REVWID_1317,CNTID_1079,The shipment was delayed,WebsiteReview,2,1/29/2019
REVWID_1318,CNTID_1079,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_1319,CNTID_1079,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_1320,CNTID_1080,The shipment was delayed,WebsiteReview,2,9/15/2018
REVWID_1321,CNTID_1080,Product is available only in limited colors,WebsiteReview,3,10/3/2018
